都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考
442119,1613,大分県,宇佐市,院内中学校,,宇佐市院内町山城５４,,33.419125,131.316202,,0978-42-5008,,,,,,,,,,
442119,1614,大分県,宇佐市,安心院中学校,,宇佐市安心院町下毛2222-1,,33.435573,131.356238,,0978-44-0004,,,,,,,,,,
442119,1615,大分県,宇佐市,宇佐中学校,,宇佐市大字橋津434,,33.532961,131.395001,,0978-37-0055,,,,,,,,,,
442119,1616,大分県,宇佐市,駅川中学校,,宇佐市大字閤153,,33.524367,131.338657,,0978-32-0175,,,,,,,,,,
442119,1617,大分県,宇佐市,長洲中学校,,宇佐市大字長洲1527,,33.567158,131.381084,,0978-38-1126,,,,,,,,,,
442119,1618,大分県,宇佐市,西部中学校,,宇佐市大字四日市3315,,33.531744,131.31693,,0978-32-0072,,,,,,,,,,
442119,1619,大分県,宇佐市,北部中学校,,宇佐市大字下時枝369-1,,33.326115,131.488144,,0978-32-0326,,,,,,,,,,
442119,1620,大分県,宇佐市,安心院小学校,,宇佐市安心院町木裳115-1,,33.435226,131.357995,,0978-44-0025,,,,,,,,,,
442119,1621,大分県,宇佐市,佐田小学校,,宇佐市安心院町佐田215,,33.44191,131.396079,,0978-44-0154,,,,,,,,,,
442119,1622,大分県,宇佐市,津房小学校,,宇佐市安心院町五郎丸380-2,,33.391654,131.395493,,0978-48-2305,,,,,,,,,,
442119,1623,大分県,宇佐市,深見小学校,,宇佐市安心院町矢畑40-1,,33.393824,131.3412,,0978-44-4031,,,,,,,,,,
442119,1624,大分県,宇佐市,院内北部小学校,,宇佐市院内町櫛野646,,33.461489,131.328874,,0978-42-5201,,,,,,,,,,
442119,1625,大分県,宇佐市,院内中部小学校,,宇佐市院内町山城91,,33.418132,131.315599,,0978-42-5601,,,,,,,,,,
442119,1626,大分県,宇佐市,南院内小学校,,宇佐市院内町下恵良687,,33.384441,131.291768,,0978-42-5034,,,,,,,,,,
442119,1627,大分県,宇佐市,院内中部小学校上院内分校,,宇佐市院内町定別当４４,,33.392521,131.252732,,0978-42-5603,,,,,,,,,,休校中　問い合わせ0978-27-8192（市教委）
442119,1628,大分県,宇佐市,宇佐小学校,,宇佐市大字南宇佐2007,,33.530704,131.371711,,0978-37-0129,,,,,,,,,,
442119,1629,大分県,宇佐市,封戸小学校,,宇佐市大字苅宇田59,,33.540705,131.419921,,0978-37-0217,,,,,,,,,,
442119,1630,大分県,宇佐市,北馬城小学校,,宇佐市大字岩崎781,,33.531206,131.403755,,0978-37-0701,,,,,,,,,,
442119,1631,大分県,宇佐市,駅館小学校,,宇佐市大字上田394-2,,33.532005,131.346762,,0978-32-0404,,,,,,,,,,
442119,1632,大分県,宇佐市,豊川小学校,,宇佐市大字大塚542-2,,33.51508,131.33563,,0978-32-0098,,,,,,,,,,
442119,1633,大分県,宇佐市,西馬城小学校,,宇佐市大字上矢部1069,,33.501792,131.370731,,0978-32-2307,,,,,,,,,,
442119,1634,大分県,宇佐市,長洲小学校,,宇佐市大字長洲630,,33.56984,131.375755,,0978-38-1234,,,,,,,,,,
442119,1635,大分県,宇佐市,柳ヶ浦小学校,,宇佐市大字江須賀2406,,33.560431,131.363946,,0978-38-0206,,,,,,,,,,
442119,1636,大分県,宇佐市,和間小学校,,宇佐市大字松崎1514,,33.554226,131.397441,,0978-38-0354,,,,,,,,,,
442119,1637,大分県,宇佐市,四日市北小学校,,宇佐市四日市1351-1,,33.532569,131.326744,,0978-32-0049,,,,,,,,,,
442119,1638,大分県,宇佐市,四日市南小学校,,宇佐市大字四日市1726,,33.52651,131.327983,,0978-33-3403,,,,,,,,,,
442119,1639,大分県,宇佐市,糸口小学校,,宇佐市大字上時枝600-1,,33.55353,131.307799,,0978-32-0274,,,,,,,,,,
442119,1640,大分県,宇佐市,高家小学校,,宇佐市大字東高家288,,33.571193,131.309654,,0978-32-0304,,,,,,,,,,
442119,1641,大分県,宇佐市,天津小学校,,宇佐市大字下敷田264-1,,33.561601,131.289734,,0978-32-0348,,,,,,,,,,
442119,1642,大分県,宇佐市,八幡小学校,,宇佐市大字上乙女283-1,,33.242487,131.575275,,0978-32-0279,,,,,,,,,,
442119,1643,大分県,宇佐市,横山小学校,,宇佐市大字上元重859-1,,33.517422,131.299794,,0978-32-0457,,,,,,,,,,
442119,1644,大分県,宇佐市,長峰小学校,,宇佐市大字佐野686-2,,33.540422,131.274746,,0978-32-0344,,,,,,,,,,
442119,1645,大分県,宇佐市,みどり保育園,,宇佐市南宇佐１４０２－１,,33.533011,131.37059,,0978-37-0630,,,,,,,,,,
442119,1646,大分県,宇佐市,封戸保育園,,宇佐市西木８２－１,,33.537483,131.420198,,0978-37-0269,,,,,,,,,,
442119,1647,大分県,宇佐市,竜東保育園,,宇佐市院内町副１３１２－１,,33.431198,131.32341,,0978-42-5046,,,,,,,,,,
442119,1648,大分県,宇佐市,四日市幼稚園,,宇佐市四日市１３３８－１,,33.531843,131.326982,,0978-32-0351,,,,,,,,,,休園中　問い合わせ0978-27-8192（市教委）
442119,1649,大分県,宇佐市,駅川公民館,,宇佐市法鏡寺２２４,,33.529149,131.348185,,0978-32-0569,,,,,,,,,,
442119,1650,大分県,宇佐市,長洲公民館,,宇佐市長洲１６００,,33.569557,131.377375,,0978-38-0209,,,,,,,,,,
442119,1651,大分県,宇佐市,宇佐公民館,,宇佐市南宇佐２１５０－１,,33.528664,131.370821,,0978-37-1121,,,,,,,,,,
442119,1652,大分県,宇佐市,深見地区公民館,,宇佐市安心院町矢幡２５－１,,33.393033,131.340468,,0978-44-4021,,,,,,,,,,
442119,1653,大分県,宇佐市,津房地区公民館,,宇佐市安心院町六郎丸６６６－２,,33.392908,131.393837,,0978-48-2034,,,,,,,,,,
442119,1654,大分県,宇佐市,佐田地区公民館,,宇佐市安心院町佐田２４６,,33.442262,131.395837,,0978-44-0312,,,,,,,,,,
442119,1655,大分県,宇佐市,東院内地区公民館,,宇佐市院内町副１４２１－１,,33.423275,131.320088,,0978-42-7392,,,,,,,,,,
442119,1656,大分県,宇佐市,南院内地区公民館,,宇佐市院内町下恵良６７２,,33.386113,131.292864,,0978-42-5031,,,,,,,,,,
442119,1657,大分県,宇佐市,宇佐市民図書館,,宇佐市大字上田１０１７－１,,33.53113,131.349511,,0978-33-4600,,,,,,,,,,
442119,1658,大分県,宇佐市,宇佐文化会館ウサノピア,,宇佐市大字法鏡寺２２４,,33.52953671,131.3486044,,0978-33-3100,,,,,,,,,,
442119,1659,大分県,宇佐市,宇佐市双葉の里,,宇佐市下庄２６９,,33.576199,131.291733,,0978-33-5255,,,,,,,,,,
442119,1660,大分県,宇佐市,農業者トレーニングセンター,,宇佐市下高７２０,,33.554752,131.315811,,0978-33-0135,,,,,,,,,,
442119,1661,大分県,宇佐市,地域交流ステーション,,宇佐市安心院町矢畑４４２－２,,33.39376405,131.3394285,,0978-44-4544,,,,,,,,,,
442119,1662,大分県,宇佐市,宇佐市総合運動場武道場,,宇佐市大字川部１５９１,,33.537811,131.357651,,0978-37-3335,,,,,,,,,,
442119,1663,大分県,宇佐市,宇佐市平成令和の森スポーツ公園屋根付運動広場石橋童夢,,宇佐市院内町原口１４６－１,,33.414295,131.311569,,0978-42-5894,,,,,,,,,,
442119,1664,大分県,宇佐市,三和酒類スポーツセンター,,宇佐市大字川部１５７１－１,,33.545044,131.356537,,0978-34-7100,,,,,,,,,,
442119,1665,大分県,宇佐市,宇佐市院内農業者トレーニングセンター,,宇佐市院内町大副483の１,,,,,0978-42-5111,,,,,,,,,,
442119,1666,大分県,宇佐市,宇佐市平成令和の森スポーツ公園陸上競技場,,宇佐市院内町原口１４６－１,,33.41892795,131.3216989,,0978-42-5894,,,,,,,,,,
442119,1667,大分県,宇佐市,家族旅行村「安心院」,,宇佐市安心院町下毛１０４６－１,,33.43816,131.352478,,0978-44-1955,,,,,,,,,,
442119,1668,大分県,宇佐市,はちまんの郷宇佐,,宇佐市川部１５７１－１,,33.536655,131.361603,,0978-37-2288,,,,,,,,,,
442119,1669,大分県,宇佐市,宇佐市農村交流センター,,宇佐市院内町原口１４６－１,,33.41812865,131.3230028,,0978-34-3350,,,,,,,,,,
442119,1670,大分県,宇佐市,岳切渓谷キャンプ場,,宇佐市院内町定別当1731,,33.37961979,131.2315822,,0978-42-6326,,,,,,,,,,
442119,1671,大分県,宇佐市,津房老人憩いの家,,宇佐市安心院町五郎丸３７３－１,,33.385975,131.397141,,0978-48-2037,,,,,,,,,,
442119,1672,大分県,宇佐市,佐田老人憩いの家,,宇佐市安心院町佐田９４９－１,,33.44796,131.392899,,0978-44-2180,,,,,,,,,,
442119,1673,大分県,宇佐市,深見老人憩いの家,,宇佐市安心院町矢畑１３１－１,,33.390476,131.339691,,0978-44-4718,,,,,,,,,,
442119,1674,大分県,宇佐市,院内老人憩いの家及び余温泉,,宇佐市院内町上余１６０,,33.3773016,131.3077829,,0978-42-7048,,,,,,,,,,
442119,1675,大分県,宇佐市,宇佐市葬祭場やすらぎの里,,宇佐市安心院町田ノ口３４６,,33.421799,131.332687,,0978-44-1777,,,,,,,,,,
442119,1676,大分県,宇佐市,（株）朝霧の庄,,宇佐市安心院町下毛８２８－２,,33.43816,131.352478,,0978-44-1236,,,,,,,,,,
442119,1677,大分県,宇佐市,安心院児童館,,宇佐市安心院町下毛２１１１－１,,33.43816,131.352478,,0978-44-0334,,,,,,,,,,
442119,1678,大分県,宇佐市,安心院老人デイサービスセンター,,宇佐市安心院町六郎丸３４４－３,,33.39336,131.396179,,0978-48-2620,,,,,,,,,,
442119,1679,大分県,宇佐市,院内老人デイサービスセンター,,宇佐市院内町御沓５５６－４,,33.444275,131.331665,,0978-42-6986,,,,,,,,,,
442119,1680,大分県,宇佐市,うさ児童館,,宇佐市四日市２６４,,33.527447,131.32338,,0978-34-6711,,,,,,,,,,
442119,1681,大分県,宇佐市,麻生地区活性化センター,,宇佐市大字麻生８番地の１,,33.48574085,131.2757766,,なし,,,,,,,,,,
442119,1682,大分県,宇佐市,柳ヶ浦高等学校,,宇佐市大字江須賀９３９,,33.557258,131.35884,,0978-38-0033,,,,,,,,,,
442119,1683,大分県,宇佐市,柳ヶ浦高等学校第二グランド,,宇佐市金屋,,33.559162,131.375626,,‐,,,,,,,,,,
442119,1684,大分県,宇佐市,九州総合スポーツカレッジ,,宇佐市大字金屋１９９－２,,33.562649,131.37883,,0978-38-4880,,,,,,,,,,
442119,1685,大分県,宇佐市,阿香月保育園,,宇佐市上元重６９７,,33.518705,131.300124,,0978-32-1014,,,,,,,,,,
442119,1686,大分県,宇佐市,光華保育園,,宇佐市松崎１８７４,,33.558342,131.398532,,0978-38-0405,,,,,,,,,,
442119,1687,大分県,宇佐市,粟島愛児園,,宇佐市長洲３７４６,,33.573173,131.374366,,0978-38-0394,,,,,,,,,,
442119,1688,大分県,宇佐市,長洲葵保育園,,宇佐市長洲１４７,,33.569149,131.372375,,0978-38-0450,,,,,,,,,,
442119,1689,大分県,宇佐市,金屋保育園,,宇佐市金屋８９６,,33.560646,131.372838,,0978-38-0331,,,,,,,,,,
442119,1690,大分県,宇佐市,普照保育園,,宇佐市江須賀１８１４,,33.556341,131.362756,,0978-38-0362,,,,,,,,,,
442119,1691,大分県,宇佐市,正光保育園,,宇佐市江須賀２９２１－１,,33.569895,131.362728,,0978-38-4100,,,,,,,,,,
442119,1692,大分県,宇佐市,宇佐保育園,,宇佐市南宇佐２５７０－１,,33.524817,131.369674,,0978-37-0111,,,,,,,,,,
442119,1693,大分県,宇佐市,高森保育園,,宇佐市高森１０４８－１,,33.545481,131.368617,,0978-37-2775,,,,,,,,,,
442119,1694,大分県,宇佐市,明和保育園,,宇佐市下矢部１５２２,,33.505597,131.355787,,0978-33-3630,,,,,,,,,,
442119,1695,大分県,宇佐市,四恩保育園,,宇佐市上田５２０－２,,33.53551,131.344509,,0978-32-0525,,,,,,,,,,
442119,1696,大分県,宇佐市,豊川保育園,,宇佐市大塚８７６,,33.520206,131.334038,,0978-32-0863,,,,,,,,,,
442119,1697,大分県,宇佐市,教徳保育園,,宇佐市森山２１６,,33.553785,131.33387,,0978-32-2500,,,,,,,,,,
442119,1698,大分県,宇佐市,慈光保育園,,宇佐市四日市１４１０,,33.530954,131.324899,,0978-32-7381,,,,,,,,,,
442119,1699,大分県,宇佐市,高家保育園,,宇佐市東高家８９９－１,,33.568839,131.314371,,0978-32-6969,,,,,,,,,,
442119,1700,大分県,宇佐市,芽豆羅保育園,,宇佐市下時枝５５５－１,,33.555562,131.306372,,0978-33-0054,,,,,,,,,,
442119,1701,大分県,宇佐市,泉光保育園,,宇佐市下庄９５５,,33.572699,131.294539,,0978-32-1265,,,,,,,,,,
442119,1702,大分県,宇佐市,若葉保育園,,宇佐市下敷田４３９－２,,33.563422,131.287679,,0978-33-4100,,,,,,,,,,
442119,1703,大分県,宇佐市,けいあい保育園,,宇佐市赤尾４５２０－１,,33.530092,131.283236,,0978-32-1095,,,,,,,,,,
442119,1704,大分県,宇佐市,佐田保育園,,宇佐市安心院町佐田７７４－２,,33.448313,131.391752,,0978-44-0242,,,,,,,,,,
442119,1705,大分県,宇佐市,安心院保育園,,宇佐市安心院町下毛２１３８,,33.437825,131.353817,,0978-44-0115,,,,,,,,,,
442119,1706,大分県,宇佐市,しろばと保育園,,宇佐市安心院町下内河野２１９,,33.387608,131.343568,,0978-44-4113,,,,,,,,,,
442119,1707,大分県,宇佐市,津房保育園,,宇佐市安心院町尾立２１６－３,,33.396579,131.391565,,0978-48-2327,,,,,,,,,,
442119,1708,大分県,宇佐市,両川保育園,,宇佐市院内町香下１４９２－２,,33.473237,131.327068,,0978-42-5072,,,,,,,,,,
442119,1709,大分県,宇佐市,すばる保育園,,宇佐市山下１１９４,,33.310998,130.9378,,0978-32-4527,,,,,,,,,,
442119,1710,大分県,宇佐市,むつみ幼稚園,,宇佐市岩崎８８３－３,,33.529928,131.404616,,0978-37-2511,,,,,,,,,,
442119,1711,大分県,宇佐市,なぎさ幼稚園,,宇佐市辛島３２６,,33.530316,131.332593,,0978-32-7391,,,,,,,,,,
442119,1712,大分県,宇佐市,ことぶき幼稚園,,宇佐市江須賀９３９,,33.557133,131.359045,,0978-38-0389,,,,,,,,,,
442119,1713,大分県,宇佐市,九州自然動物公園アフリカンサファリ,,宇佐市安心院町南畑２－１７５５－１,,33.364494,131.414017,,0978-48-2331,,,,,,,,,,
442119,1714,大分県,宇佐市,アイルスポーツ宇佐,,宇佐市辛島９２,,33.530708,131.338684,,0978-33-3755,,,,,,,,,,
442119,1715,大分県,宇佐市,三和酒類株式会社安心院葡萄酒工房,,宇佐市安心院町下毛７９８,,33.43816,131.352478,,0978-34-2210,,,,,,,,,,
442119,1716,大分県,宇佐市,ミスターマックス宇佐店,,宇佐市法鏡寺５００,,33.526218,131.349701,,0978-34-9770,,,,,,,,,,
442119,1717,大分県,宇佐市,宇佐サミット,,宇佐市四日市９０－２,,33.527447,131.32338,,0978-33-3338,,,,,,,,,,
442119,1718,大分県,宇佐市,株式会社ユーコーラッキーウエスト宇佐支店,,宇佐市四日市９７－１,,33.527447,131.32338,,0978-33-5000,,,,,,,,,,
442119,1719,大分県,宇佐市,ナフコホームプラザ宇佐店,,宇佐市石田１９４,,33.53091,131.333862,,0978-32-2151,,,,,,,,,,
442119,1720,大分県,宇佐市,道の駅「いんない」,,宇佐市院内町副１３８１－２,,33.4238178,131.3202066,,0978-42-5539,,,,,,,,,,
442119,1721,大分県,宇佐市,かんぽの郷宇佐,,宇佐市川部１５７１－１,,33.536655,131.361603,,0978-37-2288,,,,,,,,,,
442119,1722,大分県,宇佐市,佐藤第一病院,,宇佐市大字法鏡寺７７－１,,33.526455,131.343259,,0978-32-2110,,,,,,,,,,
442119,1723,大分県,宇佐市,渡辺医院,,宇佐市大字四日市１２２２番地の１,,33.5324072,131.3241162,,0978-32-0022,,,,,,,,,,
442119,1724,大分県,宇佐市,安心院クリニック,,宇佐市安心院町下毛２０１５番,,33.4380832,131.352398,,0978-44-1133,,,,,,,,,,
442119,1725,大分県,宇佐市,佐藤第二病院,,宇佐市大字中原３４７,,33.5163373,131.3362186,,0978-32-2100,,,,,,,,,,
442119,1726,大分県,宇佐市,上田医院,,宇佐市大字上田４８９,,33.53443665,131.3468742,,0978-32-0405,,,,,,,,,,
442119,1727,大分県,宇佐市,宇佐高田医師会病院,,宇佐市南宇佐６３５,,33.527401,131.385951,,0978-37-2300,,,,,,,,,,
442119,1728,大分県,宇佐市,轟木整形外科病院,,宇佐市南宇佐７６６,,33.528873,131.384395,,0978-37-2322,,,,,,,,,,
442119,1729,大分県,宇佐市,くぼたクリニック,,宇佐市上田８１－１,,33.5340881,131.341023,,0978-34-0030,,,,,,,,,,
442119,1730,大分県,宇佐市,佐藤歯科医院,,宇佐市法鏡寺２６７－１,,33.5285611,131.3469811,,0978-33-3434,,,,,,,,,,
442119,1731,大分県,宇佐市,田島歯科医院,,宇佐市辛島３３０－６,,33.5303716,131.3319851,,0978-32-7115,,,,,,,,,,
442119,1732,大分県,宇佐市,佐藤第二病院,,宇佐市中原３４７,,33.5163373,131.3362186,,0978-32-2100,,,,,,,,,,
442119,1733,大分県,宇佐市,池田歯科,,宇佐市樋田９８,,33.5249615,131.3440565,,0978-32-0426,,,,,,,,,,
442119,1734,大分県,宇佐市,いわお歯科,,宇佐市別府６１－２,,33.56921876,131.3224125,,0978-32-6300,,,,,,,,,,
442119,1735,大分県,宇佐市,いしだ内科,,宇佐市長洲２２４１,,33.57197207,131.3793612,,0978-38-6262,,,,,,,,,,
442119,1736,大分県,宇佐市,田中歯科医院,,宇佐市長洲６８８,,33.56903997,131.3776016,,0978-38-0141,,,,,,,,,,
442119,1737,大分県,宇佐市,石部ファミリー歯科医院,,宇佐市江須賀４０５５－４,,33.5552554,131.3564654,,0978-34-8014,,,,,,,,,,
442119,1738,大分県,宇佐市,中島歯科医院,,宇佐市四日市１２６７,,33.5316712,131.3258439,,0978-32-0025,,,,,,,,,,
442119,1739,大分県,宇佐市,宗像医院,,宇佐市下時枝５４９,,33.5557125,131.305703,,0978-32-0281,,,,,,,,,,
442119,1740,大分県,宇佐市,たえん歯科,,宇佐市下時枝５６８－１,,33.55512008,131.3056111,,0978-33-4433,,,,,,,,,,
442119,1741,大分県,宇佐市,桑尾病院,,宇佐市大字四日市１１８,,33.534593,131.326732,,0978-32-1331,,,,,,,,,,
442119,1742,大分県,宇佐市,宇佐中央内科病院,,宇佐市大字江須賀４０４６－１,,33.554425,131.357284,,0978-38-5200,,,,,,,,,,
442119,1743,大分県,宇佐市,安心院老人デイサービスセンター,,宇佐市安心院町六郎丸３３４－３,,33.39336,131.396179,,0978-48-2620,,,,,,,,,,
442119,1744,大分県,宇佐市,院内老人デイサービスセンター,,宇佐市院内町御沓５５６－４,,33.444275,131.331665,,0978-42-6986,,,,,,,,,,
442119,1745,大分県,宇佐市,朝霧の庄,,宇佐市安心院町下毛８２８－２,,33.43816,131.352478,,0978-44-1236,,,,,,,,,,
442119,1746,大分県,宇佐市,株式会社ナカノ　宇佐営業所,,宇佐市大字北宇佐字桜2089-1,,33.529324,131.365463,,0978-37-3041,,,,,,,,,,
442119,1747,大分県,宇佐市,宇佐高田地域成人病検診センター,,宇佐市南宇佐６３５,,33.5274066,131.3859342,,0978-37-3234,,,,,,,,,,
442119,1748,大分県,宇佐市,有料老人ホームきのもの杜,,宇佐市安心院町木裳４１５,,33.442154,131.360733,,0978-34-4100,,,,,,,,,,
442119,1749,大分県,宇佐市,西日本高速道路株式会社安心院料金所,,宇佐市安心院町飯田２８０,,33.450256,131.368149,,0978-44-2526,,,,,,,,,,
442119,1750,大分県,宇佐市,西日本高速道路株式会社大分農業公園料金所,,宇佐市安心院町大見尾１４３７－１３,,33.419785,131.419434,,0978-44-0625,,,,,,,,,,
442119,1751,大分県,宇佐市,宇佐神宮,,宇佐市南宇佐２８５９,,33.526233,131.374707,,0978-37-0001,,,,,,,,,,
442119,1752,大分県,宇佐市,パナソニックCC九州株式会社,,宇佐市上田２１１１,,33.534153,131.35463,,0978-37-2111,,,,,,,,,,
442119,1753,大分県,宇佐市,三和酒類株式会社本社工場,,宇佐市山本２２３１－１,,33.50993,131.327682,,0978-32-1431,,,,,,,,,,
442119,1754,大分県,宇佐市,三和酒類株式会社拝田グリーンバイオ事業所,,宇佐市下拝田１３５７－３,,33.508064,131.330811,,0978-33-3366,,,,,,,,,,
442119,1755,大分県,宇佐市,清流荘,,宇佐市山本１６５８,,33.508346,131.327566,,0978-33-5200,,,,,,,,,,
442119,1756,大分県,宇佐市,有限会社宇佐自動車学校,,宇佐市長洲２４００,,33.571751,131.383057,,0978-38-2111,,,,,,,,,,
442119,1757,大分県,宇佐市,株式会社九州フセラシ,,宇佐市蜷木７８９,,33.547112,131.390976,,0978-38-3511,,,,,,,,,,
442119,1758,大分県,宇佐市,吉野プラスチックス株式会社,,宇佐市西大堀５４１,,33.553978,131.388885,,0978-38-5111,,,,,,,,,,
442119,1759,大分県,宇佐市,大分県農業協同組合大分宇佐地域本部,,宇佐市四日市１０７０,,33.527447,131.32338,,0978-32-4095,,,,,,,,,,
442119,1760,大分県,宇佐市,大分銀行宇佐支店,,宇佐市四日市７７,,33.527447,131.32338,,0978-32-2211,,,,,,,,,,
442119,1761,大分県,宇佐市,株式会社西日本宇佐美九州支店宇佐給油所,,宇佐市佐野１０９８－３,,33.548077,131.278259,,0978-33-5622,,,,,,,,,,
442119,1762,大分県,宇佐市,慈光児童クラブ,,宇佐市四日市１４１０,,33.531368,131.325424,,0978-32-5666,,,,,,,,,,
442119,1763,大分県,宇佐市,児童クラブなかよし,,宇佐市江須賀２３８４－２,,33.560513,131.364136,,-,,,,,,,,,,
442119,1764,大分県,宇佐市,やっかん児童クラブ,,宇佐市上田３９５－１,,33.531898,131.346817,,-,,,,,,,,,,
442119,1765,大分県,宇佐市,児童クラブコスモス,,宇佐市山下１１９３,,33.540726,131.29245,,-,,,,,,,,,,
442119,1766,大分県,宇佐市,豊川児童くらぶ,,宇佐市大塚５４２－２,,33.514572,131.335907,,-,,,,,,,,,,
442119,1767,大分県,宇佐市,四日市児童クラブ,,宇佐市四日市３５５２－４,,33.525475,131.31694,,0978-33-0155,,,,,,,,,,
442119,1768,大分県,宇佐市,津房放課後児童クラブ,,宇佐市安心院町六郎丸７０８－１,,33.39336,131.396179,,-,,,,,,,,,,
442119,1769,大分県,宇佐市,安心院児童館,,宇佐市安心院町下毛２１１１－１,,33.43816,131.352478,,0978-44-0334,,,,,,,,,,
442119,1770,大分県,宇佐市,親子ひろば　子うさ木,,宇佐市南宇佐２５６２－３,,33.526169,131.370178,,0978-37-3321,,,,,,,,,,
442119,1771,大分県,宇佐市,株式会社ＣＫＫ本社宇佐工場,,宇佐市和気１１１,,33.538033,131.395493,,0978-38-4701,,,,,,,,,,
442119,1772,大分県,宇佐市,大分トヨペット株式会社宇佐店,,宇佐市岩崎344－1,,33.532974,131.407593,,0978-37-2770,,,,,,,,,,
442119,1773,大分県,宇佐市,トヨタカローラ大分株式会社宇佐店,,宇佐市辛島３４－９,,33.526901,131.340347,,0978-32-6790,,,,,,,,,,
442119,1774,大分県,宇佐市,九州労働金庫宇高支店,,宇佐市上田１０４６－４,,33.532459,131.350067,,0978-32-6700,,,,,,,,,,
442119,1775,大分県,宇佐市,ウェルネスひかり,,宇佐市四日市４４４２－４,,33.527447,131.32338,,0978-33-5834,,,,,,,,,,
442119,1776,大分県,宇佐市,東本願寺四日市別院,,宇佐市四日市１４２５－１,,33.530594,131.32457,,0978-32-0050,,,,,,,,,,
442119,1777,大分県,宇佐市,西日本高速道路(株)院内料金所,,宇佐市院内町櫛野９１０－１,,33.463463,131.329269,,0978-42-6107,,,,,,,,,,
442119,1778,大分県,宇佐市,らふ法教寺　（サービス付き高齢者向け住宅）,,宇佐市大字法教寺２８８－１,,33.527084,131.345444,,0978-25-5571,,,,,,,,,,
442119,1779,大分県,宇佐市,サテライト宇佐,,宇佐市大字山下１４５６番地ー４,,33.537071,131.303986,,0978-32-0036,,,,,,,,,,
442119,1780,大分県,宇佐市,西日本土木　株式会社宇佐砕石所,,宇佐市大字山袋623,,33.48660443,131.28973,,0978-36-2044,,,,,,,,,,
442119,1781,大分県,宇佐市,九州アスコン　株式会社,,宇佐市大字清水字小永迫30番地,,33.53869628,131.257922,,0978-32-6789,,,,,,,,,,
442127,1782,大分県,豊後大野市,豊肥保健所,,豊後大野市三重町市場９３４－２,,32.975708,131.580975,,0974-22-0162,,,,,,,,,,Ｒ1.9購入
442127,1783,大分県,豊後大野市,豊後大野土木事務所,,豊後大野市三重町市場1123,,32.978208,131.583891,,0974-22-1056,,,,,,,,,,R2.12購入
442127,1784,大分県,豊後大野市,大分県央飛行場（防災航空隊）,,豊後大野市大野町田代２５９２－２,,33.027799,131.502559,,0974-34-2192,,,,,,,,,,救助現場等に持ち出す場合あり
442127,1785,大分県,豊後大野市,大分県立農業大学校,,豊後大野市三重町赤嶺２３２８－１,,32.989677,131.59306,,0974-22-7581,,,,,,,,,,R2.12更新
442127,1786,大分県,豊後大野市,三重総合高等学校,,豊後大野市三重町秋葉１０１０番地,,32.973208,131.581197,,0974-22-5500,,,,,,,,,,
442127,1787,大分県,豊後大野市,豊後大野警察署,,豊後大野市三重町内田１１９６,,32.977069,131.588085,,0974-22-2131,,,,,,,24時間対応,,,
442127,1788,大分県,豊後大野市,豊後大野市役所本庁舎１階,,豊後大野市三重町市場１２００,,32.978252,131.585175,,0974-22-1001,,,,,,,,,,
442127,1789,大分県,豊後大野市,豊後大野市役所清川支所,,豊後大野市清川町砂田９３６番地２,,32.971928,131.516281,,0974-35-2111,,,,,,,,,,
442127,1790,大分県,豊後大野市,豊後大野市役所緒方支所,,豊後大野市緒方町４１番地１,,32.968803,131.489212,,0974-42-2111,,,,,,,,,,
442127,1791,大分県,豊後大野市,豊後大野市役所朝地支所,,豊後大野市朝地町朝地９３２番地１,,33.009487,131.415253,,0974-72-1111,,,,,,,,,,
442127,1792,大分県,豊後大野市,豊後大野市役所大野支所,,豊後大野市大野町田中５５－１,,33.053307,131.484619,,0974-34-2301,,,,,,,,,,
442127,1793,大分県,豊後大野市,豊後大野市役所千歳支所,,豊後大野市千歳町新殿７０６-１,,33.041729,131.595505,,0974-37-2111,,,,,,,,,,
442127,1794,大分県,豊後大野市,豊後大野市役所犬飼支所,,豊後大野市犬飼町犬飼２８番地,,33.072338,131.635574,,097-578-1111,,,,,,,,,,
442127,1795,大分県,豊後大野市,消防本部,,豊後大野市三重町内田2827ー1,,32.977486,131.584114,,0974-22-0450,,,,,,,,,,
442127,1796,大分県,豊後大野市,消防南分署,,豊後大野市緒方町上自在384,,32.96983,131.453842,,0974-42-2311,,,,,,,,,,
442127,1797,大分県,豊後大野市,第3方面団第5分団梨小格納庫,,豊後大野市朝地町梨小535ー1,,33.075508,131.431168,,0974-22-0462,,,,,,,,,,
442127,1798,大分県,豊後大野市,豊後大野市図書館,,豊後大野市三重町内田881,,32.976093,131.584824,,0974－22－7733,,,,,,,,,,
442127,1799,大分県,豊後大野市,清掃センター,,豊後大野市三重町上田原1936,,33.00938,131.588684,,0974－22－4733,,,,,,,,,,
442127,1800,大分県,豊後大野市,消防西分署,,豊後大野市大野町大原１２９３番地,,33.016392,131.489883,,0974-34-2110,,,,,,,,,,
442127,1801,大分県,豊後大野市,消防東,,豊後大野市犬飼町下津尾４０４２番地１,,33.079105,131.626068,,097-578-0249,,,,,,,,,,
